id	text
id-ID_391	Produk pertanian apa yang paling sering diekspor dari Indonesia?
en-ID_391	Which agricultural product is exported most often in Indonesia?
id-ID_392	Apa saja makanan manis yang paling populer di Indonesia?
en-ID_392	What are the most popular sweets in Indonesia?
id-ID_393	Apa minuman olahraga yang paling populer di Indonesia?
en-ID_393	What is the most popular sports drink in Indonesia?
id-ID_394	Apa tingkat pendidikan rata-rata penduduk di Indonesia?
en-ID_394	What is the average education level for people in Indonesia?
id-ID_395	Pendidikan profesi apa yang paling sering ditempuh di luar negeri oleh siswa dari Indonesia?
en-ID_395	Which profession is most commonly studied abroad by students from Indonesia?
id-ID_396	Pada hari apa kebanyakan keluarga di Indonesia melakukan aktivitas keagamaan? (misalnya Senin, Selasa)
en-ID_396	Which day of the week do most families in Indonesia practice religious activities? (e.g. Monday, Tuesday)
id-ID_397	Apa cara paling populer untuk merayakan Hari Kemerdekaan di Indonesia?
en-ID_397	What is the most popular way to celebrate Independence Day in Indonesia?
id-ID_398	Apa minuman paling populer di kalangan anak-anak di Indonesia?
en-ID_398	What is the most popular beverage among children in Indonesia?
id-ID_399	Di mana tempat paling populer untuk merayakan Hari Kemerdekaan di Indonesia?
en-ID_399	What is the most popular place in Indonesia to celebrate Independence Day?
id-ID_400	Apa nama lagu yang biasanya dinyanyikan pada pesta ulang tahun di Indonesia?
en-ID_400	What is the name of the song that is typically sung at birthday parties in Indonesia?
id-ID_401	Jajanan apa yang biasanya dijual di depan sekolah-sekolah di Indonesia?
en-ID_401	What snacks are usually sold in front of schools in Indonesia?
id-ID_402	Minyak apa yang biasanya digunakan untuk memasak di Indonesia?
en-ID_402	What oil is usually used for cooking in Indonesia?
id-ID_403	Apa makanan yang biasa dikonsumsi oleh wanita hamil di Indonesia?
en-ID_403	What food is commonly consumed by pregnant women in Indonesia?
id-ID_404	Apa minuman tradisional non-alkohol yang paling populer di Indonesia?
en-ID_404	What is the most popular traditional non-alcoholic drink in Indonesia?
id-ID_405	Apa fasilitas olahraga yang biasanya tersedia di taman-taman di Indonesia?
en-ID_405	What sports facilities are generally available in parks in Indonesia?
id-ID_406	Apa kegiatan yang umumnya dilakukan oleh para lansia di taman-taman di Indonesia?
en-ID_406	What are the common activities that seniors usually do in parks in Indonesia?
id-ID_407	Olahraga apa yang biasanya dimainkan bersama oleh orang tua dan anak-anak di Indonesia?
en-ID_407	What sports do parents and children commonly play together in Indonesia?
id-ID_408	Warna apa yang diasosiasikan dengan tim nasional sepak bola Indonesia?
en-ID_408	What color is associated with the national soccer team of Indonesia?
id-ID_409	Apa jenis pakaian yang umum digunakan oleh guru sekolah di Indonesia?
en-ID_409	What is the common dress code for school teachers in Indonesia?
id-ID_410	Apa kegiatan ekstrakurikuler terkait musik yang paling populer di sekolah-sekolah di Indonesia?
en-ID_410	What is the most popular extracurricular activity related to music in schools in Indonesia?
id-ID_411	Agama apa yang umum diajarkan di sekolah-sekolah di Indonesia?
en-ID_411	What religion is mainly taught in schools in Indonesia?
id-ID_412	Tanggal berapa Hari Pendidikan dirayakan di Indonesia? (Berikan dalam format MM/DD (contoh, 12/31).)
en-ID_412	What date is Education Day celebrated in Indonesia? (Provide in MM/DD format (e.g., 12/31).)
id-ID_413	Apa pekerjaan utama masyarakat di daerah pegunungan di Indonesia?
en-ID_413	What is the main occupation of people in mountainous areas in Indonesia?
id-ID_414	Apa pekerjaan utama masyarakat di daerah pesisir di Indonesia?
en-ID_414	What is the main occupation of people in coastal areas in Indonesia?
id-ID_415	Hewan ternak apa yang paling umum dipelihara di Indonesia?
en-ID_415	What is the most common livestock raised in Indonesia?
id-ID_416	Hewan apa yang biasa digunakan untuk pertanian di Indonesia?
en-ID_416	What animals are commonly used for agriculture in Indonesia?
id-ID_417	Apa yang biasanya dikenakan oleh petani di Indonesia untuk melindungi diri dari panas saat bertani?
en-ID_417	What do farmers in Indonesia typically wear to protect themselves from the heat whilst farming?
id-ID_418	Apa yang biasanya dimakan oleh petani di Indonesia untuk makan siang?
en-ID_418	What do farmers in Indonesia usually eat for lunch?
id-ID_419	Apa hadiah yang biasanya diberikan orang tua kepada anak-anak mereka yang berulang tahun di Indonesia?
en-ID_419	What gifts do parents generally give to their children for their birthdays in Indonesia?
id-ID_420	Apa jenis kendaraan yang umumnya dimiliki oleh kebanyakan keluarga di Indonesia?
en-ID_420	What type of vehicle do most families in Indonesia generally own?
id-ID_421	Apa yang biasanya diberikan kepada anak-anak saat Idul Fitri di Indonesia?
en-ID_421	What is usually given to the children during Eid in Indonesia?
id-ID_422	Pakaian apa yang biasanya dikenakan oleh pengantin pria di pernikahan di Indonesia?
en-ID_422	What clothes do grooms usually wear at weddings in Indonesia?
id-ID_423	Pakaian apa yang biasanya dikenakan oleh pengantin wanita di pernikahan di Indonesia?
en-ID_423	What clothes do brides usually wear at weddings in Indonesia?
id-ID_424	Makanan apa yang biasanya disajikan pada acara pernikahan di Indonesia?
en-ID_424	What food is usually served at weddings in Indonesia?
id-ID_425	Apa gedung pemerintahan yang paling terkenal di Indonesia?
en-ID_425	What is the most famous government building in Indonesia?
id-ID_426	Apa genre musik paling populer di kalangan anak muda di Indonesia?
en-ID_426	What is the most popular music genre among the younger population in Indonesia?
id-ID_427	Pukul berapa biasanya siswa SMP di Indonesia selesai sekolah setiap harinya? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).)
en-ID_427	What time do middle school students in Indonesia typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)
id-ID_428	Pada usia berapa biasanya orang di Indonesia pergi ke universitas? (Hanya berikan angka Arab (contoh, 12).)
en-ID_428	At what age do people in Indonesia typically go to university? (Provide Arabic numerals (e.g., 12) only.)
id-ID_429	Pada usia berapa seseorang harus mengikuti pendidikan wajib di Indonesia? (Berikan angka Arab (misalnya, 12) saja.)
en-ID_429	From what age do people need to attend compulsory education in Indonesia? (Provide Arabic numerals (e.g., 12) only.)
id-ID_430	Berapa hari dalam seminggu anak-anak bersekolah di Indonesia? (Berikan hanya angka Arab (0~7).)
en-ID_430	How many days a week do children attend school in Indonesia? (Provide Arabic numerals (0~7) only.)
id-ID_431	Di Indonesia, berapa lama (dalam tahun) biasanya waktu yang dibutuhkan untuk menyelesaikan gelar Magister? (Hanya berikan angka Arab (misalnya, 2).)
en-ID_431	In Indonesia, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)
id-ID_432	Apa universitas terbaik di Indonesia? (Berikan nama resminya.)
en-ID_432	What is the top university in Indonesia? (Provide the official name.)
id-ID_433	Pada usia berapa kebanyakan orang di Indonesia lulus dari universitas? (Hanya berikan angka Arab (contoh, 12).)
en-ID_433	At what age do most people in Indonesia graduate from university? (Provide Arabic numerals (e.g., 12) only.)
id-ID_434	Pada usia berapa anak-anak di Indonesia umumnya mulai bersekolah SMP? (Berikan angka Arab (misalnya, 12) saja.)
en-ID_434	At what age do children in Indonesia generally start middle school? (Provide Arabic numerals (e.g., 12) only.)
id-ID_435	Berapa jam dalam seminggu seorang pekerja penuh waktu di Indonesia biasanya bekerja? (Berikan hanya angka Arab (misalnya, 12).)
en-ID_435	How many hours a week does a full-time worker in Indonesia typically work? (Provide Arabic numerals (e.g., 12) only.)
id-ID_436	Berapa hari dalam seminggu seorang pekerja penuh waktu bekerja di Indonesia? (Berikan hanya angka Arab (0~7) saja.)
en-ID_436	How many days a week does a full-time worker work in Indonesia? (Provide Arabic numerals (0~7) only.)
id-ID_437	Pada usia berapa kebanyakan orang mulai bekerja di Indonesia? (Berikan angka Arab (misalnya, 12) saja.)
en-ID_437	At what age do most people start working in Indonesia? (Provide Arabic numerals (e.g., 12) only.)
id-ID_438	Mulai umur berapa seseorang diizinkan untuk bekerja di Indonesia? (Hanya berikan angka Arab (contoh, 12) saja.)
en-ID_438	From what age is an individual allowed to work in Indonesia? (Provide Arabic numerals (e.g., 12) only.)
id-ID_439	Apa yang biasanya orang-orang di Indonesia makan pada Hari Natal?
en-ID_439	What do people in Indonesia traditionally eat on Christmas Day?
id-ID_440	Apa nama hari dalam setahun di mana orang-orang di Indonesia merayakan cinta dan romansa?
en-ID_440	What is the name of the day of the year where people in Indonesia celebrate love and romance?
id-ID_441	Apa lagu Natal yang paling populer di Indonesia?
en-ID_441	What is the most popular Christmas song in Indonesia?
id-ID_442	Ada berapa semester dalam satu tahun ajaran di sekolah menengah atas di Indonesia? (Berikan dalam angka Arab (contoh, 7, 8) saja.)
en-ID_442	How many semesters are there each academic year at high schools in Indonesia? (Provide in Arabic numerals (e.g., 7, 8) only.)
id-ID_443	Pada bulan apa tahun ajaran baru biasanya dimulai di Indonesia? (Berikan hanya angka Arab (1~12).)
en-ID_443	In which month does the new school year typically begin in Indonesia? (Provide Arabic numerals (1~12) only.)
id-ID_444	Kapan Hari Guru Nasional diperingati di Indonesia? (Berikan dalam format BB/TT (contoh, 12/31).)
en-ID_444	When is National Teacher's Day commemorated in Indonesia? (Provide in MM/DD format (e.g., 12/31).)
id-ID_445	Pukul berapa sekolah dasar dimulai di Indonesia? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).)
en-ID_445	At what time does elementary school start in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).)
id-ID_446	Kapan Hari Anak dirayakan di Indonesia? (Berikan dalam format MM/DD (contoh, 12/31).)
en-ID_446	When is Children's Day celebrated in Indonesia? (Provide in MM/DD format (e.g., 12/31).)
id-ID_447	Kota mana yang merupakan tujuan utama para pencari kerja di Indonesia?
en-ID_447	Which city is the main destination for job seekers in Indonesia?
id-ID_448	Apa rantai makanan cepat saji yang paling populer di Indonesia?
en-ID_448	What is Indonesia's most popular fast food chain?
id-ID_449	Apa makanan yang paling memecah belah (entah itu disukai atau dibenci) di Indonesia?
en-ID_449	What is the food that is most divisive (either love or hate) in Indonesia?
id-ID_450	Apa tim sepak bola paling populer di kalangan masyarakat Indonesia?
en-ID_450	What is the most popular soccer team among the people from Indonesia?
id-ID_451	Apa universitas paling terkenal di Indonesia yang dikenal dengan tim olahraganya?
en-ID_451	What is the most famous university in Indonesia known for its sports team?
id-ID_452	Apa hewan peliharaan keluarga yang paling populer di Indonesia?
en-ID_452	What is Indonesia's most popular family pet?
id-ID_453	Apa acara TV keluarga yang paling populer di Indonesia?
en-ID_453	What is the most popular family TV show in Indonesia?
id-ID_454	Apa permainan papan keluarga yang paling populer di Indonesia?
en-ID_454	What is the most popular family boardgame in Indonesia?
id-ID_455	Apa makanan bawa pulang yang paling populer di Indonesia?
en-ID_455	What is the most popular takeaway food in Indonesia?
id-ID_456	Apa saja camilan populer di Indonesia?
en-ID_456	What are popular snacks in Indonesia?
id-ID_457	Apa yang biasanya orang Indonesia makan di pantai?
en-ID_457	What do people from Indonesia eat at the beach?
id-ID_458	Pada usia berapa biasanya pria menikah di Indonesia? (Berikan angka Arab (misalnya, 20) saja.)
en-ID_458	At what age do men usually get married in Indonesia? (Provide Arabic numerals (e.g., 20) only.)
id-ID_459	Pada usia berapa biasanya wanita menikah di Indonesia? (Berikan angka Arab (misalnya, 20) saja.)
en-ID_459	At what age do women usually get married in Indonesia? (Provide Arabic numerals (e.g., 20) only.)
id-ID_460	Pada generasi orang tua Anda, berapa rata-rata jumlah anggota keluarga mereka di Indonesia? (Hanya berikan angka Arab (misalnya, 20).)
en-ID_460	In your parents' generation, what was the average number of members in their family in Indonesia? (Provide Arabic numerals (e.g., 20) only.)
id-ID_461	Dalam Olimpiade, olahraga mana yang paling populer di Indonesia?
en-ID_461	In the Olympic Games, which sport is the most popular in Indonesia?
id-ID_462	Di mana biasanya anak-anak bermain sepak bola di Indonesia?
en-ID_462	Where do children usually play soccer in Indonesia?
id-ID_463	Olahraga harian apa yang populer di kalangan wanita di Indonesia?
